,INDICATOR_ID,INDICATOR_LABEL_EN
1103,READ.LOWERSEC.NONNATIVE,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, immigrant background, both sexes (%)"
1104,READ.LOWERSEC.NPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, adjusted native parity index (NPIA)"
1105,READ.LOWERSEC.RURAL,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, rural areas, both sexes (%)"
1106,READ.LOWERSEC.URBAN,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, urban areas, both sexes (%)"
1107,READ.LOWERSEC.WPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, adjusted wealth parity index (WPIA)"
1108,READ.PRIMARY,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)"
1109,READ.PRIMARY.F,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, female (%)"
1110,READ.PRIMARY.GPIA,"Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)"
1111,READ.PRIMARY.HIGHSES,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, very affluent socioeconomic background, both sexes (%)"
1112,READ.PRIMARY.LANGTEST,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, spoke the language of the test at home, both sexes (%)"
1113,READ.PRIMARY.LOWSES,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, very poor socioeconomic background, both sexes (%)"
1114,READ.PRIMARY.LPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted location parity index (LPIA)"
1115,READ.PRIMARY.LTPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted speaks language of the test parity index (LTPIA)"
1116,READ.PRIMARY.M,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, male (%)"
1117,READ.PRIMARY.NATIVE,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, non-immigrant background, both sexes (%)"
1118,READ.PRIMARY.NONLANGTEST,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, did not speak the language of the test at home, both sexes (%)"
1119,READ.PRIMARY.NONNATIVE,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, immigrant background, both sexes (%)"
1120,READ.PRIMARY.NPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted native parity index (NPIA)"
1121,READ.PRIMARY.RURAL,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, rural areas, both sexes (%)"
1122,READ.PRIMARY.URBAN,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, urban areas, both sexes (%)"
1123,READ.PRIMARY.WPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted wealth parity index (WPIA)"
1124,ROFST.1.CP,"Out-of-school rate for children of primary school age, both sexes (%)"
1125,ROFST.1.F.CP,"Out-of-school rate for children of primary school age, female (%)"
1126,ROFST.1.GPIA.CP,"Out-of-school rate for children of primary school age, adjusted gender parity index (GPIA)"
1127,ROFST.1.M.CP,"Out-of-school rate for children of primary school age, male (%)"
1128,ROFST.1T2.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)"
1129,ROFST.1T2.F.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)"
1130,ROFST.1T2.GPIA.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, adjusted gender parity index (GPIA)"
1131,ROFST.1T2.M.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)"
1132,ROFST.1T3.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)"
1133,ROFST.1T3.F.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)"
1134,ROFST.1T3.GPIA.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, adjusted gender parity index (GPIA)"
1135,ROFST.1T3.M.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, male (%)"
1136,ROFST.2.CP,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)"
1137,ROFST.2.F.CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)"
1138,ROFST.2.M.CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)"
1139,ROFST.2T3.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)"
1140,ROFST.2T3.F.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)"
1141,ROFST.2T3.GPIA.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, adjusted gender parity index (GPIA)"
1142,ROFST.2T3.M.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)"
1143,ROFST.3.CP,"Out-of-school rate for youth of upper secondary school age, both sexes (%)"
1144,ROFST.3.F.CP,"Out-of-school rate for youth of upper secondary school age, female (%)"
1145,ROFST.3.GPIA.CP,"Out-of-school rate for youth of upper secondary school age, adjusted gender parity index (GPIA)"
1146,ROFST.3.M.CP,"Out-of-school rate for youth of upper secondary school age, male (%)"
1147,ROFST.AGM1.CP,"Out-of-school rate for children one year younger than official primary entry age, both sexes (%)"
1148,ROFST.AGM1.F.CP,"Out-of-school rate for children one year younger than official primary entry age, female (%)"
1149,ROFST.AGM1.GPIA.CP,"Out-of-school rate for children one year younger than official age, adjusted gender parity index (GPIA)"
1150,ROFST.AGM1.M.CP,"Out-of-school rate for children one year younger than official primary entry age, male (%)"
1151,ROFST.H.1,"Out-of-school rate for children of primary school age, both sexes (household survey data) (%)"
1152,ROFST.H.1.ABL,"Out-of-school rate, primary education, not disabled, both sexes (household survey data) (%)"
1153,ROFST.H.1.ABL.F,"Out-of-school rate, primary education, not disabled, female (household survey data) (%)"
1154,ROFST.H.1.ABL.GPIA,"Out-of-school rate, primary education, not disabled, adjusted gender parity index (GPIA)"
1155,ROFST.H.1.ABL.M,"Out-of-school rate, primary education, not disabled, male (household survey data) (%)"
1156,ROFST.H.1.DIS,"Out-of-school rate, primary education, disabled, both sexes (household survey data) (%)"
1157,ROFST.H.1.DIS.F,"Out-of-school rate, primary education, disabled, female (household survey data) (%)"
1158,ROFST.H.1.DIS.GPIA,"Out-of-school rate, primary education, disabled, adjusted gender parity index (GPIA)"
1159,ROFST.H.1.DIS.M,"Out-of-school rate, primary education, disabled, male (household survey data) (%)"
1160,ROFST.H.1.DPIA,"Out-of-school rate, primary education, adjusted disability parity index (DPIA)"
1161,ROFST.H.1.F,"Out-of-school rate for children of primary school age, female (household survey data) (%)"
1162,ROFST.H.1.F.DPIA,"Out-of-school rate, primary education, female, adjusted disability parity index (DPIA)"
1163,ROFST.H.1.F.LPIA,"Out-of-school rate for children of primary school age, female, adjusted location parity index (household survey data) (LPIA)"
1164,ROFST.H.1.F.WPIA,"Out-of-school rate for children of primary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
1165,ROFST.H.1.GPIA,"Out-of-school rate for children of primary school age, adjusted gender parity index (household survey data) (GPIA)"
1166,ROFST.H.1.LPIA,"Out-of-school rate for children of primary school age, adjusted location parity index (household survey data) (LPIA)"
1167,ROFST.H.1.M,"Out-of-school rate for children of primary school age, male (household survey data) (%)"
1168,ROFST.H.1.M.DPIA,"Out-of-school rate, primary education, male, adjusted disability parity index (DPIA)"
1169,ROFST.H.1.M.LPIA,"Out-of-school rate for children of primary school age, male, adjusted location parity index (household survey data) (LPIA)"
1170,ROFST.H.1.M.WPIA,"Out-of-school rate for children of primary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
1171,ROFST.H.1.Q1,"Out-of-school rate for children of primary school age, poorest quintile, both sexes (household survey data) (%)"
1172,ROFST.H.1.Q1.F,"Out-of-school rate for children of primary school age, poorest quintile, female (household survey data) (%)"
1173,ROFST.H.1.Q1.F.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
1174,ROFST.H.1.Q1.GPIA,"Out-of-school rate for children of primary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
1175,ROFST.H.1.Q1.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
1176,ROFST.H.1.Q1.M,"Out-of-school rate for children of primary school age, poorest quintile, male (household survey data) (%)"
1177,ROFST.H.1.Q1.M.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
1178,ROFST.H.1.Q2,"Out-of-school rate for children of primary school age, second quintile, both sexes (household survey data) (%)"
1179,ROFST.H.1.Q2.F,"Out-of-school rate for children of primary school age, second quintile, female (household survey data) (%)"
1180,ROFST.H.1.Q2.F.LPIA,"Out-of-school rate for children of primary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
1181,ROFST.H.1.Q2.GPIA,"Out-of-school rate for children of primary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
1182,ROFST.H.1.Q2.LPIA,"Out-of-school rate for children of primary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
1183,ROFST.H.1.Q2.M,"Out-of-school rate for children of primary school age, second quintile, male (household survey data) (%)"
1184,ROFST.H.1.Q2.M.LPIA,"Out-of-school rate for children of primary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
